rank,name,opendate,sales,sales_rate,ac_sales,attend,ac_attend,screen,show_freq,rep_na,na,pro_com,dis_com,age_rate,genre,director,actor,profit_line,,,,,
90,아수라,2016-09-28,4350000,0,2.06E+10,725,2593559,1278,29,한국,한국,(주)사나이픽처스,씨제이이앤엠(주),청소년관람불가,"범죄,액션",김성수,"정우성,황정민,주지훈,곽도원,정만식,김원해,김종수,김해곤,윤지혜,오연아,윤제문,이종성,장근영,박지환,손영진,양영일,유정호,윤성민,이가경,이광기,이상민,채성원,김남조,노남석,박갑진",9792000,,,,,
86,제이슨 본,2016-07-27,14061600,0.001,2.12E+10,1701,2611126,827,125,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,스릴러",폴 그린그래스,"맷 데이먼,줄리아 스타일즈,토미 리 존스,뱅상 카셀,알리시아 비칸데르",,,,,,
93,조작된 도시,2017-02-09,3494000,0,2.01E+10,451,2514798,1019,4,한국,한국,(주)티피에스컴퍼니,씨제이이앤엠(주),15세이상관람가,"액션, 범죄, 스릴러",박광현,"지창욱,심은경,안재홍,오정세,김상호,김민교,김기천,이하늬",8160000,,,,,
96,조선명탐정: 흡혈괴마의 비밀,2018-02-08,2602000,0,1.98E+10,482,2444176,1249,36,한국,한국,,(주)쇼박스,12세이상관람가,"코미디,범죄",김석윤,"김명민,오달수",8160000,,,,,
89,도리를 찾아서,2016-07-06,5746900,0,2.07E+10,930,2601513,1091,29,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,어드벤처,코미디",앤드류 스탠튼,"엘렌 드제너스,알버트 브룩스,다이안 키튼",,,,,,
98,재심,2017-02-15,2440000,0,1.93E+10,438,2420729,935,24,한국,한국,(주)이디오플랜,"오퍼스픽쳐스,CGV아트하우스",15세이상관람가,드라마,김태윤,"정우,강하늘,김해숙,이동휘,한재영,이경영",4352000,,,,,
91,트랜스포머: 최후의 기사,2017-06-21,3942847800,0.162,2.05E+10,473163,2488376,1739,21317,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"액션,어드벤처,SF",마이클 베이,"마크 월버그,안소니 홉킨스,로라 하드독,조쉬 더하멜",,,,,,
92,탐정 : 더 비기닝,2015-09-24,3476000,0,2.05E+10,566,2625023,764,35,한국,한국,(주)크리픽쳐스,씨제이이앤엠(주),15세이상관람가,"코미디,범죄",김정훈,"권상우,성동일,박해준,이승준,조복래,오정세,박준면,이일화,서영희,강민지,홍서현,천유나,차승연,정종훈,정승연,이현기,이찬희,김승배,김은지,김태훈,김하늘,김희영,모일영,박민철,박성일,박시영,박지혜,최성원,홍은택,이해영,지대한",,,,,,
121,노무현입니다,2017-05-25,164402700,0.007,1.44E+10,21687,1836650,775,1599,한국,한국,영화사 풀,"CGV아트하우스,영화사 풀",12세이상관람가,다큐멘터리,이창재,노무현,544000,,,,,
134,임금님의 사건수첩,2017-04-26,4090000,0,1.26E+10,851,1634403,1054,32,한국,한국,"(주)영화사람,씨제이이앤엠(주),(주)더타워픽쳐스",씨제이이앤엠(주),12세이상관람가,"코미디,어드벤처,액션",문현성,"이선균,안재홍,김희원,주진모,장영남,경수진,정해인,조영진",8160000,,,,,
95,기술자들,2014-12-24,150994100,0.004,1.99E+10,18601,2563318,481,1063,한국,한국,(주)트리니티엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"범죄,액션",김홍선,"김우빈,김영철,고창석,이현우,조윤희,임주환,조달환,권지훈,김원진,노선식,박갑진,유원선,윤대원,윤주환,이상민,이수민,채성원,천준호,최현우,최춘범,한지은,지승현",,,,,,
141,부라더,2017-11-02,250000,0,1.18E+10,50,1492903,889,5,한국,한국,,메가박스중앙(주)플러스엠,,코미디,장유정,,2720000,,,,,
97,마이펫의 이중생활,2016-08-03,731000,0,1.94E+10,138,2520510,726,4,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"애니메이션,코미디,가족",크리스 리노드,"스티브 쿠건,엘리 켐퍼,레이크 벨,데이너 카비,케빈 하트",,,,,,
145,골든슬럼버,2018-02-14,2751000,0,1.14E+10,611,1387547,833,26,한국,한국,,씨제이이앤엠(주),15세이상관람가,"범죄,드라마",노동석,"강동원,김의성",7344000,,,,,
99,미니언즈,2015-07-29,4865100,0,1.90E+10,713,2625166,792,22,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"애니메이션,코미디","피에르 꼬팽,카일 발다","산드라 블록,존 햄,마이클 키튼",,,,,,
100,보스 베이비,2017-05-03,10800600,0,1.89E+10,1483,2450435,1116,41,미국,미국,,씨제이이앤엠(주),전체관람가,"애니메이션,코미디,가족",톰 맥그리스,"알렉 볼드윈,리사 쿠드로,스티브 부세미,토비 맥과이어,지미 키멜",,,,,,
101,메이즈 러너: 데스 큐어,2018-01-17,2720000,-0.382,1.89E+10,340,2299455,695,21,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,스릴러",웨스 볼,"딜런 오브라이언,토마스 생스터,카야 스코델라리오",,,,,,
102,배트맨 대 슈퍼맨: 저스티스의 시작,2016-03-24,89712800,0.005,1.89E+10,10925,2256889,1709,1020,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,판타지",잭 스나이더,"헨리 카빌,벤 애플렉,에이미 아담스,로렌스 피쉬번,제시 아이젠버그,제레미 아이언스,홀리 헌터,갤 가돗",,,,,,
103,인크레더블 2,2018-07-18,7093233846,0.147,1.87E+10,899736,2264259,1605,24474,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"애니메이션,슈퍼히어로,가족",브래드 버드,,,,,,,
104,스파이,2015-05-21,6750000,0,1.84E+10,760,2318383,665,29,미국,미국,,이십세기폭스코리아(주),15세이상관람가,"액션,코미디",프리츠 랑,"주드 로,제이슨 스타뎀,멜리사 맥카시",,,,,,
105,로건,2017-03-01,3492000,0,1.84E+10,498,2168941,954,16,미국,미국,,이십세기폭스코리아(주),청소년관람불가,"액션,SF",제임스 맨골드,"휴 잭맨,패트릭 스튜어트,보이드 홀브룩,스테판 머천트,리차드 E. 그랜트,에릭 라 살,엘리스 닐",,,,,,
106,모아나,2017-01-12,733500,0,1.81E+10,103,2310054,953,10,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,"론 클레멘츠,존 머스커","드웨인 존슨,아우이 크라발호,알란 터딕,제메인 클레멘트,테무에라 모리슨",,,,,,
107,강남 1970,2015-01-21,10635500,0,1.77E+10,1639,2189378,841,24,한국,한국,"(주)모베라픽처스,(주)쇼박스",(주)쇼박스,청소년관람불가,"액션,드라마",유하,"이민호,김래원,정진영,설현,유승목,한재영,이연두,정호빈,최진호,엄효섭,최병모,지대한,전배수,윤종화,서우진,이인혁,이정완,이주협,박소희,박시연,이한울,임성숙,장준혁,전우재,강풍,박재영,박재희,박준영,정영택,백동현,정창용,조선기,서현석,천영암,손재영,주연서,신영규,양진석,오형근,유정호,윤지원,이규석,김원진,이성용,이성준,이세훈,황재진,이원희,이은주,안정우,정진영,김지수,곽민호",,,,,,
108,원더 우먼,2017-05-31,75206100,0.003,1.74E+10,9080,2160059,1034,383,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,판타지,SF",팻티 젠킨스,"갤 가돗,로빈 라이트,크리스 파인,데이빗 듈리스,코니 닐슨,엘레나 아나야",,,,,,
109,겟 아웃,2017-05-17,365700,0,1.74E+10,51,2138386,945,4,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),,"미스터리,공포,스릴러",조던 필레,,,,,,,
110,악의 연대기,2015-05-14,8650100,0,1.74E+10,1364,2192075,776,20,한국,한국,(주)비에이엔터테인먼트,씨제이이앤엠(주),15세이상관람가,스릴러,백운학,"손현주,마동석,최다니엘,박서준,이준혁,이태호,이현우,강민정,조은수,서정우,최동헌,안용우,이명준,이성재,이용희,이은정,김태강,정원중,지대한,장준녕,정준원",,,,,,
111,내부자들: 디 오리지널,2015-12-31,2363000,0,1.70E+10,352,2084868,838,32,한국,한국,(유)내부자들 문화전문회사,(주)쇼박스,청소년관람불가,"범죄,드라마",우민호,"신지수,이병헌,조승우,백윤식,이경영,김홍파,배성우,조재윤,김대명,조우진,이엘,정만식,김병옥,박진우,남일우,김의성,손종학,조덕제,유재명",,,,,,
112,굿바이 싱글,2016-06-29,1106500,0,1.69E+10,170,2108273,841,18,한국,한국,"호두앤유 엔터테인먼트(주),(주)영화사람",(주)쇼박스,15세이상관람가,"코미디,드라마",김태곤,"김혜수,마동석,김현수,김용건,서현진,곽시양,전석호,이미도,이성민,황미영,이형미,박지영,정준화,유성진,윤환,이수경,최문석,홍민희",,,,,,
113,봉이 김선달,2016-07-06,4648000,0,1.62E+10,916,2051062,942,7,한국,한국,"(주)엠픽처스,(주)에스엔케이픽처스",씨제이이앤엠(주),12세이상관람가,사극,박대민,"유승호,조재현,고창석,라미란,시우민,연우진,전석호,서예지,주영호,박예슬,박상현,박진성,유일한,이선희",,,,,,
114,뷰티 인사이드,2015-08-20,2436500,0,1.61E+10,297,2053397,648,6,한국,한국,(주)용필름,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"판타지,멜로/로맨스",백,"오상철,한효주,김대명,도지한,배성우,박신혜,이범수,박서준,김상호,천우희,우에노 주리,이재준,김민재,이현우,조달환,이진욱,홍다미,서강준,김희원,이동욱,고아성,김주혁,유연석,이동휘,문숙,이경영,유재상,임예진,정두원,박지현,정은교,조유덕,차수보,차정환,이미도,손영진,신예진,유보라,윤여진,이미애,홍승철,이성준,이소연,이슬기,이승대,신동미,이진성,김시은",,,,,,
115,레버넌트: 죽음에서 돌아온 자,2016-01-14,2218000,0,1.61E+10,342,2007657,967,13,미국,미국,,이십세기폭스코리아(주),15세이상관람가,"어드벤처,드라마",알레한드로 곤잘레스 이냐리투,"레오나르도 디카프리오,톰 하디",,,,,,
116,테이큰 3,2015-01-01,4953900,0,1.61E+10,638,2006561,616,39,미국,미국,,이십세기폭스코리아(주),15세이상관람가,"액션,범죄,스릴러",올리비에 메가턴,"리암 니슨,팜케 얀센,매기 그레이스,존 그리스,포레스트 휘테커",,,,,,
117,수어사이드 스쿼드,2016-08-03,3453000,0,1.59E+10,387,1898121,823,29,미국,미국,,워너브러더스 코리아(주),15세이상관람가,액션,데이비드 에이어,"윌 스미스,자레드 레토,마고 로비,스콧 이스트우드,카라 델러비인,제이 코트니,조엘 킨나만,비올라 데이비스,제이 헤르난데즈,애덤 비치,카렌 후쿠하라,커먼,벤 애플렉",,,,,,
118,컨저링 2,2016-06-09,938000,0,1.58E+10,142,1928605,640,8,미국,미국,,워너브러더스 코리아(주),15세이상관람가,공포(호러),제임스 완,"베라 파미가,패트릭 윌슨,프란카 포텐테,프란시스 오코너,스털링 제린스",,,,,,
119,오늘의 연애,2015-01-14,1564800,0,1.49E+10,193,1891980,709,11,한국,한국,(주)팝콘에프앤엠,씨제이이앤엠(주),15세이상관람가,"멜로/로맨스,코미디",박진표,"이승기,문채원,이서진,장진우,이경진,이동진,임하룡,이상협,김광규,김부선,가인,임종윤,남능미",,,,,,
120,저스티스 리그,2017-11-15,125000,0,1.46E+10,28,1786383,1308,28,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,슈퍼 히어로",잭 스나이더,"헨리 카빌,벤 애플렉,갤 가돗,에즈라 밀러,제이슨 모모아,레이 피셔",,,,,,
148,박열,2017-06-28,9808443770,0.403,1.12E+10,1236276,1457427,1176,34916,한국,한국,박열문화산업전문유한회사,메가박스중앙(주)플러스엠,12세이상관람가,"드라마,모험,멜로,로맨스",이준익,"이제훈,최희서,김인우,권율,민진웅",4080000,,,,,
122,샌 안드레아스,2015-06-03,6092500,0,1.44E+10,767,1716105,847,35,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,드라마,스릴러",브래드 페이튼,"드웨인 존슨,알렉산드리아 다다리오",,,,,,
123,007 스펙터,2015-11-11,59647100,0.003,1.43E+10,7639,1820727,1105,309,영국,"영국,미국",,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,어드벤처,범죄,스릴러",샘 멘데스,"다니엘 크레이그,레아 세이두,크리스토프 왈츠,모니카 벨루치",,,,,,
124,킬러의 보디가드,2017-08-30,36000,0,1.40E+10,14,1721757,4,14,미국,미국,,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",,"액션,코미디",패트릭 휴즈,,,,,,,
125,콩: 스컬 아일랜드,2017-03-08,49964400,0.002,1.40E+10,6554,1689700,984,534,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,판타지",조던 복트-로버츠,"톰 히들스턴,브리 라슨,사무엘 L. 잭슨,존 굿맨",,,,,,
126,쥬만지: 새로운 세계,2018-01-03,16462800,0.001,1.38E+10,2288,1710522,791,137,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,"판타지,모험",제이크 카스단,"드웨인 존슨,케빈 하트,잭 블랙",,,,,,
127,이미테이션 게임,2015-02-17,507000,0,1.37E+10,63,1744146,541,3,영국,영국,,메가박스중앙(주)플러스엠,15세이상관람가,"드라마,스릴러",모튼 틸덤,"베네딕트 컴버배치,키이라 나이틀리,매튜 구드",,,,,,
128,23 아이덴티티,2017-02-22,74976700,0.003,1.36E+10,8983,1675719,952,718,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,스릴러,M. 나이트 샤밀란,"제임스 맥어보이,안야 테일러 조이,헤일리 루 리차드슨,베티 버클리,브래드 윌리엄 헨크,킴 디렉터,스털링 K. 브라운",,,,,,
129,쎄시봉,2015-02-05,4400000,0,1.36E+10,839,1713619,829,9,한국,한국,"유한회사 제이필름,(주)무브픽쳐스",씨제이이앤엠(주),15세이상관람가,"멜로/로맨스,코미디,드라마",김현석,"김윤석,정우,한효주,김희애,진구,장현성,강하늘,조복래,김인권,장미진,강명찬,정수교,조성관,천준호,최남주,최성택,최성택,최충열,송민석,박소담,오하늬,윤준호,이미소,김승찬,이병훈,이상희,이승현,안재홍,이대연,이동훈,권해효",,,,,,
130,대호,2015-12-16,1580000,0,1.35E+10,284,1761973,892,10,한국,한국,(주)사나이픽처스,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,사극,박훈정,"최민식,정만식,김상호,성유빈,오스기 렌,정석원,김홍파,라미란,이은우,현승민,우정국,박인수,김진혁,양준호,양호성,윤성민,이상민,장한별,주창욱,남연우,유재명,박지환",,,,,,
131,씽,2016-12-21,4586000,0,1.33E+10,670,1730383,795,18,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"애니메이션,뮤지컬",가스 제닝스,"매튜 매커너히,리즈 위더스푼,스칼렛 요한슨,태런 에저튼,세스 맥팔레인",,,,,,
132,인디펜던스 데이 : 리써전스,2016-06-22,19441600,0,1.28E+10,2663,1500220,926,134,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,어드벤처,SF",롤랜드 에머리히,"빌 풀만,리암 헴스워스,제프 골드블럼,비비카 A. 폭스,제시 어셔",,,,,,
133,위플래쉬,2015-03-12,5670500,0,1.27E+10,706,1588950,574,89,미국,미국,,(주)쇼박스,15세이상관람가,드라마,다미엔 차젤레,"마일즈 텔러,J.K. 시몬스",,,,,,
153,기억의 밤,2017-11-29,3442000,0,1.07E+10,538,1387499,759,36,한국,한국,,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",15세이상관람가,범죄,장항준,"강하늘,김무열,문성근",3264000,,,,,
135,마다가스카의 펭귄,2014-12-31,4547500,0,1.25E+10,791,1661119,615,32,미국,미국,,씨제이이앤엠(주),전체관람가,"애니메이션,코미디,어드벤처,가족","에릭 다넬,사이몬 J.스미스","베네딕트 컴버배치,존 말코비치,톰 맥그라스,크리스 밀러,크리스토퍼 나이츠,켄 정",,,,,,
136,엑소더스: 신들과 왕들,2014-12-03,4040000,0,1.24E+10,459,1511654,4,19,미국,"미국,영국,스페인",,이십세기폭스코리아(주),12세이상관람가,드라마,리들리 스콧,"크리스찬 베일,조엘 에저튼,시고니 위버,벤 킹슬리,아론 폴",,,,,,
137,더 폰,2015-10-22,2577000,0,1.23E+10,358,1593689,794,52,한국,한국,(주)미스터로맨스,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"스릴러,액션",김봉주,"손현주,엄지원,배성우,김성종,권지훈,조용관,정한빈,정진근,장한별,임태훈,이확광,김성종,이병권,김경애,김광섭,이광기,김영민,김용환,김소영,김주희,김태환,김한준,서병철,백동현,이철민,노정의,장인섭,조달환,황석정",,,,,,
